Files	source_file	obj_num	GT_label	tile_num	3D_DAPI_int	3D_RFP_int	3D_GFP_int	3D_mean_DAPI_int	3D_mean_RFP_int	3D_mean_GFP_int	volume	2D_DAPI_int	2D_RFP_int	2D_GFP_int	2D_mean_DAPI_int	2D_mean_RFP_int	2D_mean_GFP_int	area	area_bbox	area_convex	equivalent_diameter_area	euler_number	extent	feret_diameter_max	inertia_tensor_eigvals_1	inertia_tensor_eigvals_2	inertia_tensor_eigvals_3	solidity	bbox_volume	surface_area	sphericity	convex_volume
1_masks_filtered.tif	tile_1.tif	51	S/G2	1	554613624.0	85028040.0	379924513.0	11252	1725	7708	49288	63216606.0	9044629.0	42080732.0	16741	2395	11144	3776	78336.0	53562.0	45.48981715069412	1.0	0.629187091503268	78.70832230456955	522.1922745335542	328.350343677783	228.685822342612	0.9202046226802584	78336.0	7537.94677734375	0.8624326472045111	53562.0
1_masks_filtered.tif	tile_1.tif	62	S/G2	1	610933481.0	97910698.0	449120556.0	10631	1703	7815	57464	74973003.0	12044288.0	55356635.0	15843	2545	11698	4732	97088.0	63373.0	47.87760422556179	1.0	0.5918754119973633	84.6994687114388	641.5164905488057	382.6054157859677	290.30426564123024	0.906758398687138	97088.0	9698.7275390625	0.7425059434123608	63373.0
1_masks_filtered.tif	tile_1.tif	63	S/G2	1	593925199.0	141140073.0	610161564.0	9487	2254	9746	62604	75286533.0	16953180.0	78514642.0	14119	3179	14725	5332	93632.0	67372.0	49.26454621997002	1.0	0.6686175666438824	93.27915093953204	774.6455554160109	490.3926058359391	310.6125901197344	0.9292287597221398	93632.0	8564.919921875	0.890216294774659	67372.0
1_masks_filtered.tif	tile_1.tif	74	G1	1	295790793.0	111922560.0	74679988.0	8752	3311	2209	33796	39807311.0	14944520.0	9851839.0	13163	4941	3257	3024	57344.0	37037.0	40.11334632041623	1.0	0.58935546875	76.50490180374065	459.03139449812994	328.6404641272562	154.6859379420195	0.9124929124929124	57344.0	6094.5185546875	0.8294462637280821	37037.0
1_masks_filtered.tif	tile_1.tif	75	S/G2	1	619386045.0	100943794.0	479213526.0	9789	1595	7574	63268	80289169.0	12927277.0	63485461.0	14737	2372	11652	5448	102960.0	69245.0	49.43810640209044	1.0	0.6144910644910645	94.89467845985884	772.4394505541088	479.39920513726247	319.8454483128862	0.9136832984330998	102960.0	10787.939453125	0.7117623773208084	69245.0
1_masks_filtered.tif	tile_1.tif	76	G1	1	305275529.0	105616803.0	79625326.0	9487	3282	2474	32176	39352837.0	13336161.0	10866943.0	13974	4735	3858	2816	52200.0	35188.0	39.46188351820395	1.0	0.6163984674329502	66.30987860040162	385.13196710593854	232.1917418321289	179.93944549648108	0.9144026372627032	52200.0	5722.0419921875	0.8549770411473062	35188.0
1_masks_filtered.tif	tile_1.tif	79	S/G2	1	414722468.0	75197644.0	149376266.0	8071	1463	2907	51380	54764000.0	9399425.0	19104295.0	12180	2090	4249	4496	76664.0	55676.0	46.12451641205205	1.0	0.6701972242512783	81.9817052762383	641.7603587277205	362.54019696280017	304.170560915065	0.9228392844313528	76664.0	7765.1162109375	0.8607272740703075	55676.0
1_masks_filtered.tif	tile_1.tif	81	G1	1	293379865.0	87719385.0	89692215.0	8744	2614	2673	33552	39913121.0	10889379.0	11748448.0	13129	3582	3864	3040	53312.0	36901.0	40.01657642282108	1.0	0.6293517406962785	69.23871749245504	431.8890733001178	262.78122001520427	192.889952843268	0.909243651933552	53312.0	6370.09375	0.7897395887519187	36901.0
1_masks_filtered.tif	tile_1.tif	83	S/G2	1	429352732.0	94289240.0	491241405.0	9367	2057	10718	45832	55967039.0	11546294.0	64706897.0	14439	2978	16694	3876	65520.0	48964.0	44.40072507497781	1.0	0.6995115995115995	80.8084154033477	565.4812239611089	378.78486651658	214.268435154504	0.9360346376929988	65520.0	5723.74560546875	1.0820558422384774	48964.0
1_masks_filtered.tif	tile_1.tif	104	S/G2	1	364372880.0	59352059.0	94935431.0	10944	1782	2851	33292	46147173.0	7318663.0	12079301.0	16410	2602	4295	2812	52080.0	36209.0	39.91294324570016	1.0	0.639247311827957	67.30527468185537	390.3117980479349	240.371948786652	178.42987694728427	0.919439918252368	52080.0	5380.6279296875	0.9301316448771728	36209.0
1_masks_filtered.tif	tile_1.tif	115	G1	1	301354365.0	336401983.0	143904049.0	6627	7398	3164	45472	40193683.0	46289180.0	18940309.0	9727	11202	4583	4132	63492.0	48804.0	44.2841668075704	1.0	0.7161847161847161	79.48584779695062	588.4647758030073	343.5545600699679	267.98792327476855	0.931726907630522	63492.0	6145.5458984375	1.002504572327953	48804.0
1_masks_filtered.tif	tile_1.tif	121	G1	1	315599591.0	273740389.0	117620119.0	8160	7078	3041	38672	43590542.0	37610373.0	18214323.0	11593	10002	4844	3760	62832.0	42790.0	41.956508174483	1.0	0.6154825566590273	78.2368199762746	533.9018300148948	311.5689059940962	242.5805592997692	0.9037625613461088	62832.0	8049.86962890625	0.6870046865302466	42790.0
1_masks_filtered.tif	tile_1.tif	124	G1	1	318396356.0	373961758.0	355604503.0	7451	8752	8322	42728	45101677.0	54725833.0	52359749.0	10873	13193	12622	4148	60384.0	45922.0	43.37484949764549	1.0	0.7076046634870164	76.9285382676676	598.70731470705	323.0653273306769	295.7012109156248	0.9304472801707244	60384.0	5740.11279296875	1.0296874229477149	45922.0
1_masks_filtered.tif	tile_1.tif	147	S/G2	1	628032476.0	103456102.0	429381100.0	10366	1707	7087	60584	81802380.0	12086107.0	55008062.0	15341	2266	10316	5332	91728.0	65443.0	48.72888123061742	1.0	0.6604744461887319	87.37276463521113	766.5123543515394	419.3729706165085	371.4150989057192	0.9257521812875328	91728.0	10354.0390625	0.7204651108884365	65443.0
1_masks_filtered.tif	tile_1.tif	150	S/G2	1	662733050.0	97797428.0	474146018.0	10371	1530	7420	63900	92858960.0	12345470.0	67278708.0	16021	2129	11607	5796	103544.0	70160.0	49.60217786066558	1.0	0.6171289500115893	94.77341399358788	832.9510249104715	497.2561832309416	359.07628221445844	0.910775370581528	103544.0	11881.1357421875	0.6505690606375532	70160.0
1_masks_filtered.tif	tile_1.tif	155	S/G2	1	792617947.0	116166320.0	501299473.0	13715	2010	8674	57792	95891057.0	12510430.0	58849761.0	20900	2726	12826	4588	99960.0	63114.0	47.96852532274564	1.0	0.5781512605042017	90.69729874698584	653.9292630768205	443.3250992097953	243.3976596971366	0.9156763950945908	99960.0	10706.060546875	0.675200744048849	63114.0
1_masks_filtered.tif	tile_1.tif	157	S/G2	1	407170145.0	68806366.0	290676944.0	7845	1325	5600	51900	58549510.0	9429875.0	43459132.0	11426	1840	8481	5124	76032.0	56189.0	46.27959806852577	1.0	0.6826073232323232	91.78235124467012	764.0834743863772	476.49820462065225	306.66309403138337	0.9236683336596132	76032.0	8055.88427734375	0.8352487046116	56189.0
1_masks_filtered.tif	tile_1.tif	171	G1	1	365045065.0	267854440.0	131740975.0	8274	6071	2986	44116	51473435.0	42468786.0	18399920.0	12579	10378	4496	4092	64896.0	47770.0	43.83952452687724	1.0	0.6797953648915187	82.06095295571457	595.2656092339164	378.6403578698097	238.9526840651055	0.9235084781243458	64896.0	6755.57177734375	0.8937569469906086	47770.0
1_masks_filtered.tif	tile_1.tif	178	G1	1	409254130.0	475079992.0	156863694.0	6562	7618	2515	62360	59862972.0	72367419.0	32289551.0	9125	11031	4922	6560	89100.0	66828.0	49.20045979345997	1.0	0.6998877665544332	95.54580053565934	961.2572371256	500.2340210777887	477.4088258375891	0.9331417968516192	89100.0	8299.3955078125	0.9163085397837338	66828.0
1_masks_filtered.tif	tile_1.tif	182	S/G2	1	380282091.0	403987965.0	634913472.0	7325	7782	12230	51912	54058859.0	60985835.0	97152318.0	10820	12206	19446	4996	81696.0	56435.0	46.28316462202852	1.0	0.6354289071680376	96.85556256612212	773.0080148288546	541.4433353196282	251.92224454586824	0.9198547000974572	81696.0	6951.57421875	0.9680834627538644	56435.0
1_masks_filtered.tif	tile_1.tif	184	G1	1	405058175.0	121218929.0	94646065.0	11746	3515	2744	34484	52178193.0	14896069.0	11329270.0	18244	5208	3961	2860	57344.0	38335.0	40.383721485330646	1.0	0.6013532366071429	66.79071791798619	395.0910885586693	237.7782489890005	186.59591178663933	0.8995434981087779	57344.0	7038.560546875	0.7279116965060701	38335.0
1_masks_filtered.tif	tile_1.tif	185	S/G2	1	653985551.0	97151930.0	432355700.0	10650	1582	7041	61404	89002813.0	12246999.0	60808970.0	16433	2261	11227	5416	87516.0	65373.0	48.94774402875907	1.0	0.7016317016317016	104.06248123122954	873.998306091456	647.5696222981643	250.9119030258672	0.9392868615483456	87516.0	6680.0458984375	1.1267713262493388	65373.0
1_masks_filtered.tif	tile_1.tif	194	S/G2	1	351841666.0	52280290.0	90091367.0	9637	1432	2467	36508	48676916.0	6509027.0	12319079.0	15173	2028	3840	3208	55552.0	39977.0	41.15884128160743	1.0	0.6571860599078341	69.03622237637282	450.1900240110553	251.749380778315	223.47965456024124	0.91322510443505	55552.0	6350.525390625	0.8380433719921482	39977.0
1_masks_filtered.tif	tile_1.tif	195	G1	1	372039223.0	497970789.0	231739184.0	7487	10021	4663	49688	53028130.0	74950057.0	33304516.0	10830	15308	6802	4896	72240.0	53617.0	45.61254427957365	1.0	0.6878183831672203	89.83317872590283	729.1948890753528	455.9712551357876	292.2698013216362	0.9267210026670646	72240.0	6957.85009765625	0.9393845232505832	53617.0
1_masks_filtered.tif	tile_1.tif	196	G1	1	406131480.0	226871595.0	237626433.0	9332	5213	5460	43520	53942036.0	30766263.0	32245621.0	13774	7856	8234	3916	70448.0	47625.0	43.64120712838999	1.0	0.6177606177606177	75.87489703452651	555.754867962951	313.46169517174	265.80833270427416	0.9138057742782152	70448.0	7731.0859375	0.7739321381084748	47625.0
1_masks_filtered.tif	tile_1.tif	197	S/G2	1	349052954.0	66150401.0	95922581.0	9129	1730	2508	38232	46969710.0	8105603.0	12393997.0	13669	2359	3607	3436	56628.0	41249.0	41.79677741451649	1.0	0.6751430387794024	75.31932023060219	502.17021638811065	312.39555430846684	213.2590800040338	0.9268588329414046	56628.0	5513.70068359375	0.9953877304875856	41249.0
1_masks_filtered.tif	tile_1.tif	200	S/G2	1	730367121.0	124417049.0	647984735.0	11475	1954	10180	63648	89499739.0	13546235.0	80198848.0	17398	2633	15590	5144	104960.0	68967.0	49.53688721637309	1.0	0.6064024390243903	91.0274683818022	717.0504124976533	439.4527102651728	308.46249959174816	0.9228761581625996	104960.0	10183.07421875	0.757056669204387	68967.0
1_masks_filtered.tif	tile_1.tif	201	G1	1	383420310.0	391717459.0	385847532.0	9109	9306	9166	42092	52387571.0	54552606.0	51894792.0	13642	14206	13514	3840	71680.0	46087.0	43.15856337237773	1.0	0.5872209821428571	86.35971282953643	589.8128885862051	420.2669216984689	192.38358554008968	0.9133161195130948	71680.0	7991.3583984375	0.7322564804313985	46087.0
1_masks_filtered.tif	tile_1.tif	202	S/G2	1	599875044.0	91227280.0	507888764.0	10091	1534	8543	59444	83702390.0	11961047.0	72768755.0	14840	2120	12902	5640	86400.0	63160.0	48.42130252725894	1.0	0.6880092592592593	97.65756499114649	836.9257033449725	535.3679048415428	322.59399276291214	0.9411652944901836	86400.0	6599.87060546875	1.1160595991214108	63160.0
1_masks_filtered.tif	tile_1.tif	209	G1	1	386649872.0	83437909.0	91864196.0	10096	2178	2398	38296	56737259.0	13000122.0	13236951.0	15535	3559	3624	3652	61776.0	41448.0	41.82008688043679	1.0	0.61991711991712	79.98124780221924	529.8662997341974	353.88032124345915	198.60490384395973	0.9239529048446246	61776.0	5702.10009765625	0.963573610158448	41448.0
1_masks_filtered.tif	tile_1.tif	221	G1	1	350152570.0	110835313.0	73306203.0	10364	3280	2169	33784	45604587.0	14029922.0	8941700.0	15791	4858	3096	2888	63488.0	37230.0	40.10859805494568	1.0	0.5321320564516129	75.31932023060219	431.60295212449125	312.87475193106803	146.6523448254121	0.90744023636852	63488.0	6074.23486328125	0.8320190243077652	37230.0
1_masks_filtered.tif	tile_1.tif	222	S/G2	1	328382927.0	53257379.0	90170214.0	9004	1460	2472	36468	48586024.0	7227035.0	13170358.0	13245	1970	3590	3668	50864.0	38557.0	41.14380388986255	1.0	0.7169707455174583	74.87322618933953	536.9889577704896	300.65592327422974	254.8385240002634	0.9458204735845632	50864.0	3483.685302734375	1.5265809512885398	38557.0
1_masks_filtered.tif	tile_1.tif	225	S/G2	1	721350597.0	102080478.0	585904852.0	11707	1656	9508	61616	95477429.0	12307396.0	77394430.0	17812	2296	14439	5360	98280.0	67916.0	49.00401073412437	1.0	0.626943426943427	88.73556220591607	741.4806817179426	419.2539775479915	348.6285721562156	0.9072383532599092	98280.0	10887.4443359375	0.6929265113212115	67916.0
1_masks_filtered.tif	tile_1.tif	231	G1	1	470556548.0	115931371.0	128499271.0	9760	2404	2665	48208	63517878.0	14223723.0	16623061.0	14331	3209	3750	4432	72488.0	52281.0	45.155102315934094	1.0	0.6650480079461428	87.8521485223896	653.2741397885693	425.1303315901352	250.6320342068383	0.9220940685908838	72488.0	7489.0244140625	0.8553390258147326	52281.0
1_masks_filtered.tif	tile_1.tif	234	S/G2	1	373613048.0	42299987.0	69774386.0	11887	1345	2220	31428	50058830.0	5183446.0	8978676.0	18323	1897	3286	2732	51584.0	34993.0	39.15369084921496	1.0	0.6092586848635235	67.23838189605696	377.3352431503226	238.7364910992289	166.11717902359595	0.898122481639185	51584.0	5697.703125	0.8452700295128004	34993.0
1_masks_filtered.tif	tile_1.tif	236	S/G2	1	397669580.0	86671114.0	130464656.0	10355	2257	3397	38400	56621237.0	11006284.0	17427908.0	16214	3151	4990	3492	58344.0	41656.0	41.85790943684235	1.0	0.658165364047717	76.40680597957227	508.62488003165936	320.7217461450324	211.2071248432736	0.9218359900134434	58344.0	5698.86865234375	0.9658646984860698	41656.0
1_masks_filtered.tif	tile_1.tif	239	G1	1	408991187.0	131078633.0	102542018.0	12496	4005	3133	32728	52654394.0	16323564.0	13164049.0	19854	6155	4963	2652	57536.0	36202.0	39.6862698789292	1.0	0.5688264738598443	67.86015030929418	371.4502957395976	245.37396036885693	157.2129054031143	0.904038450914314	57536.0	6069.958984375	0.8151634130055626	36202.0
1_masks_filtered.tif	tile_1.tif	244	S/G2	1	655211059.0	105490420.0	490970516.0	10807	1740	8098	60624	92476548.0	13033422.0	64809663.0	17743	2500	12434	5212	109980.0	66515.0	48.739603128787465	1.0	0.551227495908347	99.06058752097124	772.0208485180808	543.8643640965489	255.1475057490322	0.9114335112380666	109980.0	10460.25	0.713463541865694	66515.0
1_masks_filtered.tif	tile_1.tif	245	S/G2	1	516541617.0	74616090.0	344561247.0	10713	1547	7146	48212	66138145.0	8559421.0	42653224.0	16518	2137	10652	4004	77520.0	52150.0	45.15635117790658	1.0	0.6219298245614036	82.30431337420902	562.3831682210136	362.1360864153981	229.83903516867048	0.9244870565675934	77520.0	6743.890625	0.949898142215539	52150.0
1_masks_filtered.tif	tile_1.tif	247	S/G2	1	541806588.0	96296240.0	487735905.0	10829	1924	9748	50032	70940695.0	12184680.0	67253684.0	16971	2914	16089	4180	79920.0	54488.0	45.71756389446185	1.0	0.626026026026026	78.06407624509497	576.6196982428547	330.39955264750205	275.0254466688588	0.91822052562032	79920.0	7793.0341796875	0.8425767144159507	54488.0
1_masks_filtered.tif	tile_1.tif	248	S/G2	1	556006879.0	81647989.0	334981484.0	10839	1591	6530	51296	73810359.0	10297070.0	47189247.0	16402	2288	10486	4500	79968.0	55340.0	46.09936672527094	1.0	0.6414565826330533	88.61715409558128	635.0438370195096	413.44786664313824	248.04251725384188	0.926924466931695	79968.0	7136.83984375	0.9354785646969777	55340.0
1_masks_filtered.tif	tile_1.tif	249	G1	1	359735297.0	311067956.0	154330648.0	9017	7797	3868	39892	53168878.0	47396559.0	21750888.0	13508	12041	5526	3936	60384.0	43124.0	42.39315405777386	1.0	0.6606385797562269	75.61745830163825	552.9589215932501	315.79538012371137	257.78374001607267	0.925053334570077	60384.0	5468.4443359375	1.0324702240688364	43124.0
1_masks_filtered.tif	tile_1.tif	258	G1	1	372795148.0	418348708.0	195766238.0	10038	11265	5271	37136	50287043.0	57530202.0	26688158.0	15074	17245	8000	3336	66120.0	41025.0	41.393501667764376	1.0	0.5616454930429522	80.25584090893322	496.014982472058	356.6910563947592	164.2163439171637	0.9052041438147472	66120.0	7428.603515625	0.7246145112668905	41025.0
1_masks_filtered.tif	tile_1.tif	267	S/G2	1	570010272.0	67899878.0	114130929.0	11794	1404	2361	48328	78541318.0	8948947.0	15788121.0	18197	2073	3658	4316	84280.0	52503.0	45.19253816653778	1.0	0.573421926910299	94.02659198333204	679.0541846879114	514.5289839270316	189.85347695117568	0.9204807344342228	84280.0	6803.94970703125	0.9430229125234044	52503.0
1_masks_filtered.tif	tile_1.tif	268	G1	1	392347466.0	113146251.0	117765762.0	8934	2576	2681	43912	51395756.0	13940225.0	15330468.0	13510	3664	4030	3804	69888.0	47733.0	43.77184625753682	1.0	0.6283195970695971	84.40379138403677	546.4214116903314	362.86921343935006	210.6939400190996	0.9199505583139548	69888.0	5651.0693359375	1.065145574002711	47733.0
1_masks_filtered.tif	tile_1.tif	269	G1	1	425418980.0	396436136.0	140757838.0	9349	8712	3093	45500	61896521.0	59437791.0	19000111.0	15630	15009	4798	3960	68544.0	49053.0	44.29325446774908	1.0	0.6638071895424836	77.72387020729218	548.2538660030829	318.1493447826241	256.6932920791646	0.9275681405826351	68544.0	6179.16748046875	0.9974590821925564	49053.0
1_masks_filtered.tif	tile_1.tif	271	S/G2	1	400305946.0	53127435.0	87705752.0	11782	1563	2581	33976	58669500.0	7041490.0	17670151.0	19023	2283	5729	3084	55552.0	37221.0	40.18443581162008	1.0	0.6116071428571429	66.91786009728644	431.3705177026392	237.37745708558663	218.10626135480655	0.9128180328309288	55552.0	6247.2568359375	0.8120378304331367	37221.0
1_masks_filtered.tif	tile_1.tif	274	S/G2	1	712356716.0	106103410.0	437008862.0	11605	1728	7119	61380	97882589.0	12951481.0	57503844.0	18019	2384	10586	5432	93912.0	67058.0	48.94136605695858	1.0	0.6535905954510606	89.61026726887941	778.1645743544753	446.2995772268544	356.19141512431213	0.9153270303319514	93912.0	10568.08203125	0.7120424265331181	67058.0
1_masks_filtered.tif	tile_1.tif	276	G1	1	686912189.0	169212457.0	184774161.0	9053	2230	2435	75876	95699117.0	22510695.0	27198835.0	14165	3331	4025	6756	128520.0	82148.0	52.5253072902188	1.0	0.5903828197945845	115.5551816233266	1057.0169645570547	763.5388956175893	317.6997134072764	0.9236499975653698	128520.0	12659.7919921875	0.684637221097726	82148.0
1_masks_filtered.tif	tile_1.tif	282	S/G2	1	377283621.0	58186981.0	86160518.0	9807	1512	2239	38468	56930411.0	8255504.0	12209783.0	15920	2308	3414	3576	64736.0	42585.0	41.88260266047678	1.0	0.5942288680177954	73.70888684548153	494.8910614446112	261.6074148813117	256.3761477078122	0.9033227662322414	64736.0	8026.1787109375	0.6866072273282883	42585.0
1_masks_filtered.tif	tile_1.tif	284	S/G2	1	668653270.0	84458324.0	329729133.0	11706	1478	5772	57116	94529184.0	10960644.0	47121545.0	18681	2166	9312	5060	87248.0	61536.0	47.7807600940421	1.0	0.6546396479002384	89.60468737739114	719.0267425486413	435.99824436556514	307.89928834186185	0.9281721268850754	87248.0	7839.892578125	0.9148415247707028	61536.0
1_masks_filtered.tif	tile_1.tif	286	G1	1	401314843.0	346215505.0	334283120.0	9888	8530	8236	40584	55458942.0	49091176.0	47419530.0	15613	13820	13350	3552	69300.0	44700.0	42.63687919386253	1.0	0.5856277056277056	83.50449089719666	527.0035789715639	373.51530054564034	179.43149545177306	0.9079194630872484	69300.0	7297.4560546875	0.7826168647395543	44700.0
1_masks_filtered.tif	tile_1.tif	290	G1	1	442691221.0	81605173.0	93851354.0	12379	2282	2624	35760	65270900.0	9976895.0	11877495.0	21136	3230	3846	3088	55552.0	38625.0	40.87580286119848	1.0	0.643721198156682	67.38694235532579	436.1138967769291	241.4944264860193	220.48207927147195	0.9258252427184466	55552.0	5086.08056640625	1.0320464140999084	38625.0
1_masks_filtered.tif	tile_1.tif	291	S/G2	1	538528751.0	129233085.0	424371110.0	11500	2759	9062	46828	75788397.0	16755720.0	59310037.0	18271	4039	14298	4148	76440.0	51719.0	44.72005501215828	1.0	0.612611198325484	80.67837380611982	597.6448610923171	359.291888342376	263.5764249818824	0.9054312728397688	76440.0	8371.41796875	0.7505083094064429	51719.0
1_masks_filtered.tif	tile_1.tif	293	G1	1	363596013.0	118303424.0	79806920.0	9607	3126	2108	37844	51709751.0	16254846.0	12269582.0	14825	4660	3517	3488	54808.0	40723.0	41.65490392871792	1.0	0.6904831411472778	72.5120679611332	486.66201845324366	282.4143772662157	227.74700944204145	0.92930285096874	54808.0	4893.7294921875	1.1138896986986655	40723.0
1_masks_filtered.tif	tile_1.tif	296	S/G2	1	527054615.0	86756338.0	146530504.0	10389	1710	2888	50728	78651877.0	11807925.0	21360179.0	16950	2544	4603	4640	80808.0	56115.0	45.92858222012497	1.0	0.6277596277596278	81.8413098624405	654.957309853471	356.98125230418634	321.12594107241114	0.9040007128218835	80808.0	10251.326171875	0.646451428322527	56115.0
1_masks_filtered.tif	tile_1.tif	301	G1	1	377710323.0	433293864.0	166448011.0	9285	10652	4092	40676	52500656.0	64375115.0	22612447.0	14518	17802	6253	3616	54808.0	43410.0	42.66907277234138	1.0	0.7421544300102175	73.93240155709809	521.5089537090505	297.33838667873846	247.95322720738352	0.9370191200184288	54808.0	4959.41015625	1.1533105280504043	43410.0
1_masks_filtered.tif	tile_1.tif	304	S/G2	1	392313213.0	66657272.0	118633407.0	10326	1754	3122	37992	59461942.0	9078299.0	20171130.0	16353	2496	5547	3636	61776.0	41840.0	41.709134512312815	1.0	0.614996114996115	75.77598564189053	513.9244087688396	309.02421308045723	226.29156889072905	0.9080305927342256	61776.0	6917.8203125	0.7900288512144292	41840.0
1_masks_filtered.tif	tile_1.tif	305	S/G2	1	552370256.0	84020680.0	276607292.0	10862	1652	5439	50852	79813040.0	11150185.0	37680174.0	17201	2403	8120	4640	85120.0	55516.0	45.96597452197949	1.0	0.5974154135338345	90.62560344626678	666.181191724223	437.2119195633524	253.3321932871218	0.9159881835867136	85120.0	8283.9287109375	0.8012839871151708	55516.0
1_masks_filtered.tif	tile_1.tif	306	G1	1	399054316.0	285189031.0	146293518.0	9609	6867	3522	41528	58650727.0	43184928.0	22282051.0	15289	11257	5808	3836	60840.0	45187.0	42.96493223837884	1.0	0.6825772518080211	79.435508432942	572.0886215433801	369.90936092179743	224.1885592580255	0.919025383406732	60840.0	6904.24560546875	0.8399663786213337	45187.0
1_masks_filtered.tif	tile_1.tif	307	S/G2	1	532382212.0	86084264.0	388240079.0	10267	1660	7487	51852	79081377.0	11663636.0	58593328.0	16047	2366	11889	4928	84672.0	57416.0	46.2653263543933	1.0	0.6123866213151927	89.1403387922662	711.0788629351888	431.2871267343059	300.96345242689875	0.9030932144350008	84672.0	11863.892578125	0.5668053319564339	57416.0
1_masks_filtered.tif	tile_1.tif	308	S/G2	1	430979272.0	50348131.0	77644119.0	14126	1650	2545	30508	60306898.0	8649232.0	11115906.0	23159	3321	4268	2604	45360.0	33009.0	38.767848991700944	1.0	0.6725749559082892	64.74565622495459	367.667366745292	227.41251733637463	167.26225008939275	0.9242327849980309	45360.0	4389.193359375	1.0757431009351606	33009.0
